noise_ID,subset,length,augmented,origin_path
PCAFETER_00_017sp12.wav,tr,106667,True,tr/PCAFETER_00_017sp12.wav
OHALLWAY_00_005sp12.wav,tr,106667,True,tr/OHALLWAY_00_005sp12.wav
STRAFFIC_00_014sp12.wav,tr,106667,True,tr/STRAFFIC_00_014sp12.wav
NFIELD_00_028sp12.wav,tr,106667,True,tr/NFIELD_00_028sp12.wav
TBUS_00_026sp12.wav,tr,106667,True,tr/TBUS_00_026sp12.wav
OOFFICE_00_018sp12.wav,tr,106667,True,tr/OOFFICE_00_018sp12.wav
PSTATION_00_026sp12.wav,tr,106667,True,tr/PSTATION_00_026sp12.wav
TMETRO_00_017sp12.wav,tr,106667,True,tr/TMETRO_00_017sp12.wav
DLIVING_00_010sp12.wav,tr,106667,True,tr/DLIVING_00_010sp12.wav
NPARK_00_022sp12.wav,tr,106667,True,tr/NPARK_00_022sp12.wav
PRESTO_00_011sp12.wav,tr,106667,True,tr/PRESTO_00_011sp12.wav
TMETRO_00_023sp12.wav,tr,106667,True,tr/TMETRO_00_023sp12.wav
PCAFETER_00_032sp12.wav,tr,106667,True,tr/PCAFETER_00_032sp12.wav
OOFFICE_00_014sp12.wav,tr,106667,True,tr/OOFFICE_00_014sp12.wav
PSTATION_00_020sp12.wav,tr,106667,True,tr/PSTATION_00_020sp12.wav
NRIVER_00_020sp12.wav,tr,106667,True,tr/NRIVER_00_020sp12.wav
OOFFICE_00_034sp12.wav,tr,106667,True,tr/OOFFICE_00_034sp12.wav
TCAR_00_000sp12.wav,tr,106667,True,tr/TCAR_00_000sp12.wav
NRIVER_00_024sp12.wav,tr,106667,True,tr/NRIVER_00_024sp12.wav
TCAR_00_021sp12.wav,tr,106667,True,tr/TCAR_00_021sp12.wav
PCAFETER_00_025sp12.wav,tr,106667,True,tr/PCAFETER_00_025sp12.wav
DWASHING_00_011sp12.wav,tr,106667,True,tr/DWASHING_00_011sp12.wav
NFIELD_00_018sp12.wav,tr,106667,True,tr/NFIELD_00_018sp12.wav
NRIVER_00_015sp12.wav,tr,106667,True,tr/NRIVER_00_015sp12.wav
TMETRO_00_018sp12.wav,tr,106667,True,tr/TMETRO_00_018sp12.wav
SPSQUARE_00_024sp12.wav,tr,106667,True,tr/SPSQUARE_00_024sp12.wav
OOFFICE_00_016sp12.wav,tr,106667,True,tr/OOFFICE_00_016sp12.wav
DWASHING_00_002sp12.wav,tr,106667,True,tr/DWASHING_00_002sp12.wav
NRIVER_00_036sp12.wav,tr,106667,True,tr/NRIVER_00_036sp12.wav
TBUS_00_001sp12.wav,tr,106667,True,tr/TBUS_00_001sp12.wav
PCAFETER_00_027sp12.wav,tr,106667,True,tr/PCAFETER_00_027sp12.wav
OMEETING_00_001sp12.wav,tr,106667,True,tr/OMEETING_00_001sp12.wav
PSTATION_00_013sp12.wav,tr,106667,True,tr/PSTATION_00_013sp12.wav
PCAFETER_00_002sp12.wav,tr,106667,True,tr/PCAFETER_00_002sp12.wav
NRIVER_00_030sp12.wav,tr,106667,True,tr/NRIVER_00_030sp12.wav
TBUS_00_009sp12.wav,tr,106667,True,tr/TBUS_00_009sp12.wav
DKITCHEN_00_021sp12.wav,tr,106667,True,tr/DKITCHEN_00_021sp12.wav
PRESTO_00_025sp12.wav,tr,106667,True,tr/PRESTO_00_025sp12.wav
NFIELD_00_009sp12.wav,tr,106667,True,tr/NFIELD_00_009sp12.wav
NRIVER_00_016sp12.wav,tr,106667,True,tr/NRIVER_00_016sp12.wav
PRESTO_00_021sp12.wav,tr,106667,True,tr/PRESTO_00_021sp12.wav
NPARK_00_010sp12.wav,tr,106667,True,tr/NPARK_00_010sp12.wav
OMEETING_00_002sp12.wav,tr,106667,True,tr/OMEETING_00_002sp12.wav
TMETRO_00_015sp12.wav,tr,106667,True,tr/TMETRO_00_015sp12.wav
OMEETING_00_003sp12.wav,tr,106667,True,tr/OMEETING_00_003sp12.wav
PCAFETER_00_029sp12.wav,tr,106667,True,tr/PCAFETER_00_029sp12.wav
OHALLWAY_00_032sp12.wav,tr,106667,True,tr/OHALLWAY_00_032sp12.wav
TCAR_00_026sp12.wav,tr,106667,True,tr/TCAR_00_026sp12.wav
PCAFETER_00_028sp12.wav,tr,106667,True,tr/PCAFETER_00_028sp12.wav
PRESTO_00_006sp12.wav,tr,106667,True,tr/PRESTO_00_006sp12.wav
TMETRO_00_028sp12.wav,tr,106667,True,tr/TMETRO_00_028sp12.wav
PSTATION_00_002sp12.wav,tr,106667,True,tr/PSTATION_00_002sp12.wav
PCAFETER_00_001sp12.wav,tr,106667,True,tr/PCAFETER_00_001sp12.wav
PCAFETER_00_026sp12.wav,tr,106667,True,tr/PCAFETER_00_026sp12.wav
TBUS_00_022sp12.wav,tr,106667,True,tr/TBUS_00_022sp12.wav
PRESTO_00_031sp12.wav,tr,106667,True,tr/PRESTO_00_031sp12.wav
PRESTO_00_032sp12.wav,tr,106667,True,tr/PRESTO_00_032sp12.wav
TBUS_00_005sp12.wav,tr,106667,True,tr/TBUS_00_005sp12.wav
DKITCHEN_00_005sp12.wav,tr,106667,True,tr/DKITCHEN_00_005sp12.wav
DKITCHEN_00_020sp12.wav,tr,106667,True,tr/DKITCHEN_00_020sp12.wav
TCAR_00_036sp12.wav,tr,106667,True,tr/TCAR_00_036sp12.wav
PRESTO_00_036sp12.wav,tr,106667,True,tr/PRESTO_00_036sp12.wav
NFIELD_00_021sp12.wav,tr,106667,True,tr/NFIELD_00_021sp12.wav
NRIVER_00_021sp12.wav,tr,106667,True,tr/NRIVER_00_021sp12.wav
OHALLWAY_00_008sp12.wav,tr,106667,True,tr/OHALLWAY_00_008sp12.wav
DKITCHEN_00_026sp12.wav,tr,106667,True,tr/DKITCHEN_00_026sp12.wav
TBUS_00_025sp12.wav,tr,106667,True,tr/TBUS_00_025sp12.wav
TBUS_00_017sp12.wav,tr,106667,True,tr/TBUS_00_017sp12.wav
DWASHING_00_035sp12.wav,tr,106667,True,tr/DWASHING_00_035sp12.wav
PSTATION_00_027sp12.wav,tr,106667,True,tr/PSTATION_00_027sp12.wav
TCAR_00_035sp12.wav,tr,106667,True,tr/TCAR_00_035sp12.wav
STRAFFIC_00_011sp12.wav,tr,106667,True,tr/STRAFFIC_00_011sp12.wav
NRIVER_00_017sp12.wav,tr,106667,True,tr/NRIVER_00_017sp12.wav
STRAFFIC_00_032sp12.wav,tr,106667,True,tr/STRAFFIC_00_032sp12.wav
NRIVER_00_012sp12.wav,tr,106667,True,tr/NRIVER_00_012sp12.wav
NPARK_00_035sp12.wav,tr,106667,True,tr/NPARK_00_035sp12.wav
SPSQUARE_00_022sp12.wav,tr,106667,True,tr/SPSQUARE_00_022sp12.wav
TCAR_00_013sp12.wav,tr,106667,True,tr/TCAR_00_013sp12.wav
TMETRO_00_032sp12.wav,tr,106667,True,tr/TMETRO_00_032sp12.wav
NPARK_00_031sp12.wav,tr,106667,True,tr/NPARK_00_031sp12.wav
STRAFFIC_00_010sp12.wav,tr,106667,True,tr/STRAFFIC_00_010sp12.wav
PCAFETER_00_006sp12.wav,tr,106667,True,tr/PCAFETER_00_006sp12.wav
OHALLWAY_00_007sp12.wav,tr,106667,True,tr/OHALLWAY_00_007sp12.wav
PSTATION_00_009sp12.wav,tr,106667,True,tr/PSTATION_00_009sp12.wav
DWASHING_00_003sp12.wav,tr,106667,True,tr/DWASHING_00_003sp12.wav
NPARK_00_001sp12.wav,tr,106667,True,tr/NPARK_00_001sp12.wav
SPSQUARE_00_010sp12.wav,tr,106667,True,tr/SPSQUARE_00_010sp12.wav
NFIELD_00_024sp12.wav,tr,106667,True,tr/NFIELD_00_024sp12.wav
OMEETING_00_019sp12.wav,tr,106667,True,tr/OMEETING_00_019sp12.wav
TCAR_00_034sp12.wav,tr,106667,True,tr/TCAR_00_034sp12.wav
NFIELD_00_029sp12.wav,tr,106667,True,tr/NFIELD_00_029sp12.wav
SPSQUARE_00_012sp12.wav,tr,106667,True,tr/SPSQUARE_00_012sp12.wav
OMEETING_00_035sp12.wav,tr,106667,True,tr/OMEETING_00_035sp12.wav
DKITCHEN_00_024sp12.wav,tr,106667,True,tr/DKITCHEN_00_024sp12.wav
NRIVER_00_033sp12.wav,tr,106667,True,tr/NRIVER_00_033sp12.wav
TMETRO_00_019sp12.wav,tr,106667,True,tr/TMETRO_00_019sp12.wav
NRIVER_00_034sp12.wav,tr,106667,True,tr/NRIVER_00_034sp12.wav
TCAR_00_032sp12.wav,tr,106667,True,tr/TCAR_00_032sp12.wav
SPSQUARE_00_034sp12.wav,tr,106667,True,tr/SPSQUARE_00_034sp12.wav
DWASHING_00_024sp12.wav,tr,106667,True,tr/DWASHING_00_024sp12.wav
NPARK_00_003sp12.wav,tr,106667,True,tr/NPARK_00_003sp12.wav
TMETRO_00_005sp12.wav,tr,106667,True,tr/TMETRO_00_005sp12.wav
OMEETING_00_021sp12.wav,tr,106667,True,tr/OMEETING_00_021sp12.wav
TCAR_00_001sp12.wav,tr,106667,True,tr/TCAR_00_001sp12.wav
DKITCHEN_00_019sp12.wav,tr,106667,True,tr/DKITCHEN_00_019sp12.wav
TCAR_00_023sp12.wav,tr,106667,True,tr/TCAR_00_023sp12.wav
STRAFFIC_00_028sp12.wav,tr,106667,True,tr/STRAFFIC_00_028sp12.wav
OHALLWAY_00_021sp12.wav,tr,106667,True,tr/OHALLWAY_00_021sp12.wav
STRAFFIC_00_027sp12.wav,tr,106667,True,tr/STRAFFIC_00_027sp12.wav
NFIELD_00_027sp12.wav,tr,106667,True,tr/NFIELD_00_027sp12.wav
NFIELD_00_004sp12.wav,tr,106667,True,tr/NFIELD_00_004sp12.wav
OMEETING_00_016sp12.wav,tr,106667,True,tr/OMEETING_00_016sp12.wav
DWASHING_00_013sp12.wav,tr,106667,True,tr/DWASHING_00_013sp12.wav
STRAFFIC_00_020sp12.wav,tr,106667,True,tr/STRAFFIC_00_020sp12.wav
NRIVER_00_004sp12.wav,tr,106667,True,tr/NRIVER_00_004sp12.wav
DLIVING_00_016sp12.wav,tr,106667,True,tr/DLIVING_00_016sp12.wav
PCAFETER_00_003sp12.wav,tr,106667,True,tr/PCAFETER_00_003sp12.wav
OMEETING_00_006sp12.wav,tr,106667,True,tr/OMEETING_00_006sp12.wav
SPSQUARE_00_006sp12.wav,tr,106667,True,tr/SPSQUARE_00_006sp12.wav
OOFFICE_00_017sp12.wav,tr,106667,True,tr/OOFFICE_00_017sp12.wav
TBUS_00_030sp12.wav,tr,106667,True,tr/TBUS_00_030sp12.wav
TCAR_00_020sp12.wav,tr,106667,True,tr/TCAR_00_020sp12.wav
PCAFETER_00_022sp12.wav,tr,106667,True,tr/PCAFETER_00_022sp12.wav
DKITCHEN_00_010sp12.wav,tr,106667,True,tr/DKITCHEN_00_010sp12.wav
OMEETING_00_004sp12.wav,tr,106667,True,tr/OMEETING_00_004sp12.wav
NPARK_00_028sp12.wav,tr,106667,True,tr/NPARK_00_028sp12.wav
PSTATION_00_004sp12.wav,tr,106667,True,tr/PSTATION_00_004sp12.wav
STRAFFIC_00_023sp12.wav,tr,106667,True,tr/STRAFFIC_00_023sp12.wav
NRIVER_00_009sp12.wav,tr,106667,True,tr/NRIVER_00_009sp12.wav
TBUS_00_024sp12.wav,tr,106667,True,tr/TBUS_00_024sp12.wav
DWASHING_00_000sp12.wav,tr,106667,True,tr/DWASHING_00_000sp12.wav
OHALLWAY_00_025sp12.wav,tr,106667,True,tr/OHALLWAY_00_025sp12.wav
PSTATION_00_017sp12.wav,tr,106667,True,tr/PSTATION_00_017sp12.wav
SPSQUARE_00_030sp12.wav,tr,106667,True,tr/SPSQUARE_00_030sp12.wav
NPARK_00_012sp12.wav,tr,106667,True,tr/NPARK_00_012sp12.wav
TCAR_00_022sp12.wav,tr,106667,True,tr/TCAR_00_022sp12.wav
TCAR_00_017sp12.wav,tr,106667,True,tr/TCAR_00_017sp12.wav
STRAFFIC_00_001sp12.wav,tr,106667,True,tr/STRAFFIC_00_001sp12.wav
NPARK_00_005sp12.wav,tr,106667,True,tr/NPARK_00_005sp12.wav
PCAFETER_00_031sp12.wav,tr,106667,True,tr/PCAFETER_00_031sp12.wav
DKITCHEN_00_007sp12.wav,tr,106667,True,tr/DKITCHEN_00_007sp12.wav
OOFFICE_00_012sp12.wav,tr,106667,True,tr/OOFFICE_00_012sp12.wav
OHALLWAY_00_009sp12.wav,tr,106667,True,tr/OHALLWAY_00_009sp12.wav
PRESTO_00_030sp12.wav,tr,106667,True,tr/PRESTO_00_030sp12.wav
OOFFICE_00_028sp12.wav,tr,106667,True,tr/OOFFICE_00_028sp12.wav
SPSQUARE_00_007sp12.wav,tr,106667,True,tr/SPSQUARE_00_007sp12.wav
DKITCHEN_00_023sp12.wav,tr,106667,True,tr/DKITCHEN_00_023sp12.wav
OOFFICE_00_011sp12.wav,tr,106667,True,tr/OOFFICE_00_011sp12.wav
PCAFETER_00_007sp12.wav,tr,106667,True,tr/PCAFETER_00_007sp12.wav
PRESTO_00_008sp12.wav,tr,106667,True,tr/PRESTO_00_008sp12.wav
DLIVING_00_013sp12.wav,tr,106667,True,tr/DLIVING_00_013sp12.wav
PRESTO_00_010sp12.wav,tr,106667,True,tr/PRESTO_00_010sp12.wav
OOFFICE_00_025sp12.wav,tr,106667,True,tr/OOFFICE_00_025sp12.wav
DLIVING_00_022sp12.wav,tr,106667,True,tr/DLIVING_00_022sp12.wav
DWASHING_00_016sp12.wav,tr,106667,True,tr/DWASHING_00_016sp12.wav
OHALLWAY_00_033sp12.wav,tr,106667,True,tr/OHALLWAY_00_033sp12.wav
SPSQUARE_00_027sp12.wav,tr,106667,True,tr/SPSQUARE_00_027sp12.wav
NPARK_00_007sp12.wav,tr,106667,True,tr/NPARK_00_007sp12.wav
PCAFETER_00_033sp12.wav,tr,106667,True,tr/PCAFETER_00_033sp12.wav
PSTATION_00_024sp12.wav,tr,106667,True,tr/PSTATION_00_024sp12.wav
PSTATION_00_021sp12.wav,tr,106667,True,tr/PSTATION_00_021sp12.wav
PRESTO_00_027sp12.wav,tr,106667,True,tr/PRESTO_00_027sp12.wav
NRIVER_00_001sp12.wav,tr,106667,True,tr/NRIVER_00_001sp12.wav
DKITCHEN_00_003sp12.wav,tr,106667,True,tr/DKITCHEN_00_003sp12.wav
OHALLWAY_00_014sp12.wav,tr,106667,True,tr/OHALLWAY_00_014sp12.wav
DWASHING_00_032sp12.wav,tr,106667,True,tr/DWASHING_00_032sp12.wav
DKITCHEN_00_034sp12.wav,tr,106667,True,tr/DKITCHEN_00_034sp12.wav
SPSQUARE_00_013sp12.wav,tr,106667,True,tr/SPSQUARE_00_013sp12.wav
PRESTO_00_005sp12.wav,tr,106667,True,tr/PRESTO_00_005sp12.wav
PRESTO_00_015sp12.wav,tr,106667,True,tr/PRESTO_00_015sp12.wav
NFIELD_00_033sp12.wav,tr,106667,True,tr/NFIELD_00_033sp12.wav
PSTATION_00_008sp12.wav,tr,106667,True,tr/PSTATION_00_008sp12.wav
TCAR_00_033sp12.wav,tr,106667,True,tr/TCAR_00_033sp12.wav
NFIELD_00_015sp12.wav,tr,106667,True,tr/NFIELD_00_015sp12.wav
NRIVER_00_014sp12.wav,tr,106667,True,tr/NRIVER_00_014sp12.wav
DKITCHEN_00_015sp12.wav,tr,106667,True,tr/DKITCHEN_00_015sp12.wav
PRESTO_00_033sp12.wav,tr,106667,True,tr/PRESTO_00_033sp12.wav
TBUS_00_011sp12.wav,tr,106667,True,tr/TBUS_00_011sp12.wav
TMETRO_00_024sp12.wav,tr,106667,True,tr/TMETRO_00_024sp12.wav
SPSQUARE_00_031sp12.wav,tr,106667,True,tr/SPSQUARE_00_031sp12.wav
DLIVING_00_018sp12.wav,tr,106667,True,tr/DLIVING_00_018sp12.wav
OMEETING_00_028sp12.wav,tr,106667,True,tr/OMEETING_00_028sp12.wav
NFIELD_00_014sp12.wav,tr,106667,True,tr/NFIELD_00_014sp12.wav
TBUS_00_034sp12.wav,tr,106667,True,tr/TBUS_00_034sp12.wav
OMEETING_00_029sp12.wav,tr,106667,True,tr/OMEETING_00_029sp12.wav
OHALLWAY_00_031sp12.wav,tr,106667,True,tr/OHALLWAY_00_031sp12.wav
TCAR_00_014sp12.wav,tr,106667,True,tr/TCAR_00_014sp12.wav
PSTATION_00_005sp12.wav,tr,106667,True,tr/PSTATION_00_005sp12.wav
TCAR_00_025sp12.wav,tr,106667,True,tr/TCAR_00_025sp12.wav
TMETRO_00_034sp12.wav,tr,106667,True,tr/TMETRO_00_034sp12.wav
PRESTO_00_014sp12.wav,tr,106667,True,tr/PRESTO_00_014sp12.wav
SPSQUARE_00_032sp12.wav,tr,106667,True,tr/SPSQUARE_00_032sp12.wav
NPARK_00_000sp12.wav,tr,106667,True,tr/NPARK_00_000sp12.wav
OMEETING_00_008sp12.wav,tr,106667,True,tr/OMEETING_00_008sp12.wav
TBUS_00_012sp12.wav,tr,106667,True,tr/TBUS_00_012sp12.wav
NPARK_00_025sp12.wav,tr,106667,True,tr/NPARK_00_025sp12.wav
OMEETING_00_007sp12.wav,tr,106667,True,tr/OMEETING_00_007sp12.wav
NFIELD_00_007sp12.wav,tr,106667,True,tr/NFIELD_00_007sp12.wav
DLIVING_00_005sp12.wav,tr,106667,True,tr/DLIVING_00_005sp12.wav
TBUS_00_027sp12.wav,tr,106667,True,tr/TBUS_00_027sp12.wav
DKITCHEN_00_028sp12.wav,tr,106667,True,tr/DKITCHEN_00_028sp12.wav
PRESTO_00_002sp12.wav,tr,106667,True,tr/PRESTO_00_002sp12.wav
PCAFETER_00_010sp12.wav,tr,106667,True,tr/PCAFETER_00_010sp12.wav
TBUS_00_006sp12.wav,tr,106667,True,tr/TBUS_00_006sp12.wav
STRAFFIC_00_034sp12.wav,tr,106667,True,tr/STRAFFIC_00_034sp12.wav
PSTATION_00_033sp12.wav,tr,106667,True,tr/PSTATION_00_033sp12.wav
NFIELD_00_000sp12.wav,tr,106667,True,tr/NFIELD_00_000sp12.wav
DWASHING_00_010sp12.wav,tr,106667,True,tr/DWASHING_00_010sp12.wav
NPARK_00_024sp12.wav,tr,106667,True,tr/NPARK_00_024sp12.wav
SPSQUARE_00_033sp12.wav,tr,106667,True,tr/SPSQUARE_00_033sp12.wav
DKITCHEN_00_036sp12.wav,tr,106667,True,tr/DKITCHEN_00_036sp12.wav
SPSQUARE_00_036sp12.wav,tr,106667,True,tr/SPSQUARE_00_036sp12.wav
DKITCHEN_00_018sp12.wav,tr,106667,True,tr/DKITCHEN_00_018sp12.wav
STRAFFIC_00_022sp12.wav,tr,106667,True,tr/STRAFFIC_00_022sp12.wav
NRIVER_00_008sp12.wav,tr,106667,True,tr/NRIVER_00_008sp12.wav
SPSQUARE_00_002sp12.wav,tr,106667,True,tr/SPSQUARE_00_002sp12.wav
STRAFFIC_00_013sp12.wav,tr,106667,True,tr/STRAFFIC_00_013sp12.wav
OOFFICE_00_021sp12.wav,tr,106667,True,tr/OOFFICE_00_021sp12.wav
PSTATION_00_036sp12.wav,tr,106667,True,tr/PSTATION_00_036sp12.wav
STRAFFIC_00_006sp12.wav,tr,106667,True,tr/STRAFFIC_00_006sp12.wav
SPSQUARE_00_018sp12.wav,tr,106667,True,tr/SPSQUARE_00_018sp12.wav
OOFFICE_00_029sp12.wav,tr,106667,True,tr/OOFFICE_00_029sp12.wav
OMEETING_00_009sp12.wav,tr,106667,True,tr/OMEETING_00_009sp12.wav
PCAFETER_00_016sp12.wav,tr,106667,True,tr/PCAFETER_00_016sp12.wav
STRAFFIC_00_000sp12.wav,tr,106667,True,tr/STRAFFIC_00_000sp12.wav
OOFFICE_00_008sp12.wav,tr,106667,True,tr/OOFFICE_00_008sp12.wav
PSTATION_00_019sp12.wav,tr,106667,True,tr/PSTATION_00_019sp12.wav
TBUS_00_010sp12.wav,tr,106667,True,tr/TBUS_00_010sp12.wav
PRESTO_00_034sp12.wav,tr,106667,True,tr/PRESTO_00_034sp12.wav
NRIVER_00_026sp12.wav,tr,106667,True,tr/NRIVER_00_026sp12.wav
NPARK_00_033sp12.wav,tr,106667,True,tr/NPARK_00_033sp12.wav
OHALLWAY_00_027sp12.wav,tr,106667,True,tr/OHALLWAY_00_027sp12.wav
OOFFICE_00_006sp12.wav,tr,106667,True,tr/OOFFICE_00_006sp12.wav
PSTATION_00_032sp12.wav,tr,106667,True,tr/PSTATION_00_032sp12.wav
TBUS_00_008sp12.wav,tr,106667,True,tr/TBUS_00_008sp12.wav
DKITCHEN_00_004sp12.wav,tr,106667,True,tr/DKITCHEN_00_004sp12.wav
DKITCHEN_00_008sp12.wav,tr,106667,True,tr/DKITCHEN_00_008sp12.wav
OMEETING_00_024sp12.wav,tr,106667,True,tr/OMEETING_00_024sp12.wav
PRESTO_00_026sp12.wav,tr,106667,True,tr/PRESTO_00_026sp12.wav
OMEETING_00_036sp12.wav,tr,106667,True,tr/OMEETING_00_036sp12.wav
DLIVING_00_024sp12.wav,tr,106667,True,tr/DLIVING_00_024sp12.wav
SPSQUARE_00_009sp12.wav,tr,106667,True,tr/SPSQUARE_00_009sp12.wav
TCAR_00_004sp12.wav,tr,106667,True,tr/TCAR_00_004sp12.wav
DLIVING_00_021sp12.wav,tr,106667,True,tr/DLIVING_00_021sp12.wav
STRAFFIC_00_004sp12.wav,tr,106667,True,tr/STRAFFIC_00_004sp12.wav
OHALLWAY_00_013sp12.wav,tr,106667,True,tr/OHALLWAY_00_013sp12.wav
DKITCHEN_00_017sp12.wav,tr,106667,True,tr/DKITCHEN_00_017sp12.wav
PRESTO_00_029sp12.wav,tr,106667,True,tr/PRESTO_00_029sp12.wav
NFIELD_00_019sp12.wav,tr,106667,True,tr/NFIELD_00_019sp12.wav
OMEETING_00_026sp12.wav,tr,106667,True,tr/OMEETING_00_026sp12.wav
DWASHING_00_031sp12.wav,tr,106667,True,tr/DWASHING_00_031sp12.wav
PCAFETER_00_014sp12.wav,tr,106667,True,tr/PCAFETER_00_014sp12.wav
PRESTO_00_001sp12.wav,tr,106667,True,tr/PRESTO_00_001sp12.wav
NPARK_00_036sp12.wav,tr,106667,True,tr/NPARK_00_036sp12.wav
TBUS_00_018sp12.wav,tr,106667,True,tr/TBUS_00_018sp12.wav
TBUS_00_014sp12.wav,tr,106667,True,tr/TBUS_00_014sp12.wav
DWASHING_00_018sp12.wav,tr,106667,True,tr/DWASHING_00_018sp12.wav
TBUS_00_032sp12.wav,tr,106667,True,tr/TBUS_00_032sp12.wav
OOFFICE_00_022sp12.wav,tr,106667,True,tr/OOFFICE_00_022sp12.wav
TBUS_00_004sp12.wav,tr,106667,True,tr/TBUS_00_004sp12.wav
PCAFETER_00_012sp12.wav,tr,106667,True,tr/PCAFETER_00_012sp12.wav
PCAFETER_00_023sp12.wav,tr,106667,True,tr/PCAFETER_00_023sp12.wav
DKITCHEN_00_016sp12.wav,tr,106667,True,tr/DKITCHEN_00_016sp12.wav
TMETRO_00_003sp12.wav,tr,106667,True,tr/TMETRO_00_003sp12.wav
TMETRO_00_010sp12.wav,tr,106667,True,tr/TMETRO_00_010sp12.wav
PCAFETER_00_008sp12.wav,tr,106667,True,tr/PCAFETER_00_008sp12.wav
DWASHING_00_009sp12.wav,tr,106667,True,tr/DWASHING_00_009sp12.wav
NFIELD_00_022sp12.wav,tr,106667,True,tr/NFIELD_00_022sp12.wav
NRIVER_00_007sp12.wav,tr,106667,True,tr/NRIVER_00_007sp12.wav
PSTATION_00_014sp12.wav,tr,106667,True,tr/PSTATION_00_014sp12.wav
